election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,2014,Dublin,Pembroke-South Dock,Fianna Fáil,Lorraine Clifford-Lee,7,1535,39209,14013,13811,202,"[747, 34, 2, 7, 18, 30, 2, 25, 9, 44, 0]","[747, 781, 783, 790, 808, 838, 840, 865, 874, 918, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Fine Gael,Linda O'Shea-Farren,7,1535,39209,14013,13811,202,"[659, 2, 1, 3, 6, 20, 0, 15, 18, 0, 0]","[659, 661, 662, 665, 671, 691, 691, 706, 724, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Fianna Fáil,Frank Kennedy,7,1535,39209,14013,13811,202,"[1388, 19, 1, 26, 6, 53, 2, 0, 0, 0, 0]","[1388, 1407, 1408, 1434, 1440, 1493, 1495, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Labour Party,James Humphreys,7,1535,39209,14013,13811,202,"[506, 17, 5, 11, 114, 30, 3, 0, 0, 0, 0]","[506, 523, 528, 539, 653, 683, 686, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Anne Maree Quinn,7,1535,39209,14013,13811,202,"[511, 30, 14, 51, 5, 0, 0, 0, 0, 0, 0]","[511, 541, 555, 606, 611, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Labour Party,Gerry Ashe,7,1535,39209,14013,13811,202,"[336, 18, 9, 6, 0, 0, 0, 0, 0, 0, 0]","[336, 354, 363, 369, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Wayne Flanagan-Tobin,7,1535,39209,14013,13811,202,"[261, 28, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[261, 289, 326, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Marcin Czechowicz,7,1535,39209,14013,13811,202,"[44, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Christian Hayden,7,1535,39209,14013,13811,202,"[43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Pembroke-South Dock,Independent,Galen MacCaba,7,1535,39209,14013,13811,202,"[43, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[43, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,Fine Gael,Kate O'Connell,6,1832,32122,12976,12819,157,"[1615, 21, 322, -126, 0, 0, 0, 0, 0, 0, 0]","[1615, 1636, 1958, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832]"
Local Election,2014,Dublin,Rathgar-Rathmines,Green Party,Patrick Costello,6,1832,32122,12976,12819,157,"[1647, 60, 35, 3, 147, -60, 0, 0, 0, 0, 0]","[1647, 1707, 1742, 1745, 1892, 1832, 1832, 1832, 1832, 1832, 1832]"
Local Election,2014,Dublin,Rathgar-Rathmines,Fianna Fáil,Jim O'Callaghan,6,1832,32122,12976,12819,157,"[1056, 14, 12, 2, 17, 1, 132, 611, 0, 0, 0]","[1056, 1070, 1082, 1084, 1101, 1102, 1234, 1845, 1845, 1845, 1845]"
Local Election,2014,Dublin,Rathgar-Rathmines,Labour Party,Mary Freehill,6,1832,32122,12976,12819,157,"[1209, 30, 57, 7, 53, 14, 288, 69, 494, -389, 0]","[1209, 1239, 1296, 1303, 1356, 1370, 1658, 1727, 2221, 1832, 1832]"
Local Election,2014,Dublin,Rathgar-Rathmines,Fine Gael,Dr. Paddy Smyth,6,1832,32122,12976,12819,157,"[1056, 9, 157, 89, 11, 0, 151, 61, 180, 165, -47]","[1056, 1065, 1222, 1311, 1322, 1322, 1473, 1534, 1714, 1879, 1832]"
Local Election,2014,Dublin,Rathgar-Rathmines,Independent,Ruairi McGinley,6,1832,32122,12976,12819,157,"[815, 78, 35, 4, 176, 18, 37, 94, 169, 110, 39]","[815, 893, 928, 932, 1108, 1126, 1163, 1257, 1426, 1536, 1575]"
Local Election,2014,Dublin,Rathgar-Rathmines,Sinn Féin,Dominic MacConraoi,6,1832,32122,12976,12819,157,"[1069, 17, 7, 1, 200, 19, 21, 53, 48, 45, 8]","[1069, 1086, 1093, 1094, 1294, 1313, 1334, 1387, 1435, 1480, 1488]"
Local Election,2014,Dublin,Rathgar-Rathmines,Labour Party,Henry Upton,6,1832,32122,12976,12819,157,"[764, 18, 59, 6, 36, 3, 151, 51, 0, 0, 0]","[764, 782, 841, 847, 883, 886, 1037, 1088, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,Fianna Fáil,Daniel Donnelly,6,1832,32122,12976,12819,157,"[961, 20, 20, 3, 10, 1, 20, 0, 0, 0, 0]","[961, 981, 1001, 1004, 1014, 1015, 1035, 0, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,Labour Party,Oisín Quinn,6,1832,32122,12976,12819,157,"[820, 5, 15, 9, 20, 4, 0, 0, 0, 0, 0]","[820, 825, 840, 849, 869, 873, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,People Before Profit,Kim O'Donnell,6,1832,32122,12976,12819,157,"[730, 56, 7, 2, 0, 0, 0, 0, 0, 0, 0]","[730, 786, 793, 795, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,Fine Gael,Samantha Long,6,1832,32122,12976,12819,157,"[721, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[721, 732, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dublin,Rathgar-Rathmines,Independent,Ethna Tinney,6,1832,32122,12976,12819,157,"[356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Fine Gael,Marie Baker,6,1485,22712,10474,10391,83,"[1797, -312, 0, 0, 0, 0]","[1797, 1485, 1485, 1485, 1485, 1485]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Fianna Fáil,Mary Hanafin,6,1485,22712,10474,10391,83,"[1501, 0, 0, 0, 0, 0]","[1501, 1501, 1501, 1501, 1501, 1501]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Fine Gael,Barry Ward,6,1485,22712,10474,10391,83,"[1149, 98, 25, 69, 489, -345]","[1149, 1247, 1272, 1341, 1830, 1485]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Fianna Fáil,Kate Feeney,6,1485,22712,10474,10391,83,"[1288, 34, 45, 65, 89, 0]","[1288, 1322, 1367, 1432, 1521, 1521]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Independent,Victor Boyhan,6,1485,22712,10474,10391,83,"[1171, 31, 70, 149, 81, 0]","[1171, 1202, 1272, 1421, 1502, 1502]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Labour Party,Deirdre Kingston,6,1485,22712,10474,10391,83,"[641, 23, 151, 177, 85, 258]","[641, 664, 815, 992, 1077, 1335]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,People Before Profit,Lola Hynes,6,1485,22712,10474,10391,83,"[841, 7, 186, 167, 37, 26]","[841, 848, 1034, 1201, 1238, 1264]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Fine Gael,Maurice Dockrell,6,1485,22712,10474,10391,83,"[704, 91, 27, 41, 0, 0]","[704, 795, 822, 863, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Green Party,Celine Moorkens,6,1485,22712,10474,10391,83,"[677, 14, 63, 0, 0, 0]","[677, 691, 754, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Sinn Féin,Brian McNally,6,1485,22712,10474,10391,83,"[378, 2, 0, 0, 0, 0]","[378, 380, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Blackrock,Labour Party,Angela Timlin,6,1485,22712,10474,10391,83,"[244, 12, 0, 0, 0, 0]","[244, 256, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Shay Brennan,7,1673,28094,13542,13382,160,"[1130, 14, 8, 21, 149, 17, 9, 37, 358, -70, 0, 0]","[1130, 1144, 1152, 1173, 1322, 1339, 1348, 1385, 1743, 1673, 1673, 1673]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Brian Murphy,7,1673,28094,13542,13382,160,"[1049, 10, 88, 36, 38, 62, 12, 48, 66, 5, 264, 0]","[1049, 1059, 1147, 1183, 1221, 1283, 1295, 1343, 1409, 1414, 1678, 1678]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Labour Party,Grace Tallon,7,1673,28094,13542,13382,160,"[908, 14, 53, 27, 10, 229, 52, 63, 91, 8, 129, 99]","[908, 922, 975, 1002, 1012, 1241, 1293, 1356, 1447, 1455, 1584, 1683]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Seamus O'Neill,7,1673,28094,13542,13382,160,"[1004, 23, 11, 51, 20, 21, 91, 179, 45, 6, 48, 131]","[1004, 1027, 1038, 1089, 1109, 1130, 1221, 1400, 1445, 1451, 1499, 1630]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Green Party,Catherine Martin,7,1673,28094,13542,13382,160,"[1068, 10, 21, 61, 22, 55, 52, 57, 63, 14, 79, 100]","[1068, 1078, 1099, 1160, 1182, 1237, 1289, 1346, 1409, 1423, 1502, 1602]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Sinn Féin,Sorcha Nic Cormaic,7,1673,28094,13542,13382,160,"[1161, 4, 2, 17, 33, 11, 123, 30, 32, 7, 11, 140]","[1161, 1165, 1167, 1184, 1217, 1228, 1351, 1381, 1413, 1420, 1431, 1571]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Pat Hand,7,1673,28094,13542,13382,160,"[877, 6, 50, 24, 25, 47, 8, 17, 27, 4, 254, 83]","[877, 883, 933, 957, 982, 1029, 1037, 1054, 1081, 1085, 1339, 1422]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Anne Colgan,7,1673,28094,13542,13382,160,"[767, 19, 15, 77, 29, 27, 62, 99, 38, 8, 43, 208]","[767, 786, 801, 878, 907, 934, 996, 1095, 1133, 1141, 1184, 1392]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Tony Fox,7,1673,28094,13542,13382,160,"[726, 22, 4, 44, 29, 11, 51, 54, 38, 13, 53, 0]","[726, 748, 752, 796, 825, 836, 887, 941, 979, 992, 1045, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Jim O'Dea,7,1673,28094,13542,13382,160,"[736, 7, 78, 20, 25, 35, 5, 29, 41, 5, 0, 0]","[736, 743, 821, 841, 866, 901, 906, 935, 976, 981, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Sarah Ryan,7,1673,28094,13542,13382,160,"[686, 3, 11, 21, 87, 17, 12, 28, 0, 0, 0, 0]","[686, 689, 700, 721, 808, 825, 837, 865, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Stephen O'Shea,7,1673,28094,13542,13382,160,"[578, 15, 3, 36, 18, 9, 63, 0, 0, 0, 0, 0]","[578, 593, 596, 632, 650, 659, 722, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,People Before Profit,John O'Dowd,7,1673,28094,13542,13382,160,"[553, 4, 1, 39, 16, 13, 0, 0, 0, 0, 0, 0]","[553, 557, 558, 597, 613, 626, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Labour Party,Peter Leonard,7,1673,28094,13542,13382,160,"[532, 4, 15, 13, 12, 0, 0, 0, 0, 0, 0, 0]","[532, 536, 551, 564, 576, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Tony Kelly,7,1673,28094,13542,13382,160,"[539, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[539, 542, 544, 548, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Terence Corish,7,1673,28094,13542,13382,160,"[497, 21, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[497, 518, 523, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Madeline Spiers,7,1673,28094,13542,13382,160,"[379, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[379, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dundrum,Independent,Donal Fingleton,7,1673,28094,13542,13382,160,"[192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,John Bailey,8,1664,32795,15149,14968,181,"[2423, -759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2423, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664, 1664]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,Cormac Devlin,8,1664,32795,15149,14968,181,"[1253, 88, 5, 3, 12, 7, 22, 14, 19, 155, 46, 47, -7, 0, 0]","[1253, 1341, 1346, 1349, 1361, 1368, 1390, 1404, 1423, 1578, 1624, 1671, 1664, 1664, 1664]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,People Before Profit,Melissa Halpin,8,1664,32795,15149,14968,181,"[1198, 12, 4, 5, 7, 9, 21, 19, 36, 37, 64, 24, 0, 234, 0]","[1198, 1210, 1214, 1219, 1226, 1235, 1256, 1275, 1311, 1348, 1412, 1436, 1436, 1670, 1670]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,People Before Profit,Karl Gill,8,1664,32795,15149,14968,181,"[1037, 29, 4, 1, 8, 8, 18, 7, 12, 29, 63, 17, 0, 256, 170]","[1037, 1066, 1070, 1071, 1079, 1087, 1105, 1112, 1124, 1153, 1216, 1233, 1233, 1489, 1659]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Green Party,Ossian Smyth,8,1664,32795,15149,14968,181,"[1068, 28, 11, 10, 11, 5, 15, 64, 44, 58, 89, 70, 1, 60, 122]","[1068, 1096, 1107, 1117, 1128, 1133, 1148, 1212, 1256, 1314, 1403, 1473, 1474, 1534, 1656]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Patricia Stewart,8,1664,32795,15149,14968,181,"[757, 94, 1, 2, 9, 2, 9, 70, 37, 31, 34, 275, 0, 9, 47]","[757, 851, 852, 854, 863, 865, 874, 944, 981, 1012, 1046, 1321, 1321, 1330, 1377]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Michael Merrigan,8,1664,32795,15149,14968,181,"[666, 8, 8, 11, 8, 30, 34, 17, 121, 33, 177, 27, 0, 111, 101]","[666, 674, 682, 693, 701, 731, 765, 782, 903, 936, 1113, 1140, 1140, 1251, 1352]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Mary Fayne,8,1664,32795,15149,14968,181,"[677, 189, 0, 2, 8, 4, 13, 47, 35, 23, 22, 207, 3, 18, 89]","[677, 866, 866, 868, 876, 880, 893, 940, 975, 998, 1020, 1227, 1230, 1248, 1337]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Labour Party,Jane Dillon-Byrne,8,1664,32795,15149,14968,181,"[697, 90, 3, 3, 82, 1, 10, 207, 18, 26, 25, 45, 1, 36, 75]","[697, 787, 790, 793, 875, 876, 886, 1093, 1111, 1137, 1162, 1207, 1208, 1244, 1319]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,James McCann,8,1664,32795,15149,14968,181,"[707, 29, 0, 5, 7, 6, 15, 3, 19, 150, 50, 24, 2, 69, 0]","[707, 736, 736, 741, 748, 754, 769, 772, 791, 941, 991, 1015, 1017, 1086, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Sinn Féin,Jeanette Kavanagh,8,1664,32795,15149,14968,181,"[913, 10, 4, 3, 2, 0, 6, 7, 11, 16, 31, 9, 0, 0, 0]","[913, 923, 927, 930, 932, 932, 938, 945, 956, 972, 1003, 1012, 1012, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Ellen O'Connor,8,1664,32795,15149,14968,181,"[588, 71, 3, 1, 8, 7, 16, 32, 40, 36, 33, 0, 0, 0, 0]","[588, 659, 662, 663, 671, 678, 694, 726, 766, 802, 835, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,John Paul Kearney,8,1664,32795,15149,14968,181,"[537, 19, 1, 16, 5, 30, 54, 11, 76, 25, 0, 0, 0, 0, 0]","[537, 556, 557, 573, 578, 608, 662, 673, 749, 774, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,Lisa Rogerson,8,1664,32795,15149,14968,181,"[600, 31, 0, 0, 7, 8, 10, 15, 25, 0, 0, 0, 0, 0, 0]","[600, 631, 631, 631, 638, 646, 656, 671, 696, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Rita O'Brien,8,1664,32795,15149,14968,181,"[349, 6, 63, 28, 7, 130, 55, 8, 0, 0, 0, 0, 0, 0, 0]","[349, 355, 418, 446, 453, 583, 638, 646, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Labour Party,Donna Pierce,8,1664,32795,15149,14968,181,"[462, 21, 1, 1, 62, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[462, 483, 484, 485, 547, 549, 556, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Mary MacHale,8,1664,32795,15149,14968,181,"[291, 9, 3, 7, 3, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[291, 300, 303, 310, 313, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Peter Kerrigan,8,1664,32795,15149,14968,181,"[210, 4, 19, 61, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[210, 214, 233, 294, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Labour Party,John Kane,8,1664,32795,15149,14968,181,"[246, 15, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[246, 261, 261, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Anthony Kenny,8,1664,32795,15149,14968,181,"[151, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 154, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Dún Laoghaire,Independent,Alan O'Reilly,8,1664,32795,15149,14968,181,"[138, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[138, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Labour Party,Lettie McCarthy,7,1118,22226,9030,8936,94,"[1577, -459, 0, 0, 0, 0, 0, 0, 0, 0]","[1577, 1118, 1118, 1118, 1118, 1118, 1118, 1118, 1118, 1118]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fine Gael,Neale Richmond,7,1118,22226,9030,8936,94,"[1168, 0, 0, 0, 0, -50, 0, 0, 0, 0]","[1168, 1168, 1168, 1168, 1168, 1118, 1118, 1118, 1118, 1118]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fianna Fáil,Tom Murphy,7,1118,22226,9030,8936,94,"[707, 54, 11, 30, 260, 4, 74, -22, 0, 0]","[707, 761, 772, 802, 1062, 1066, 1140, 1118, 1118, 1118]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Sinn Féin,Chris Curran,7,1118,22226,9030,8936,94,"[961, 15, 5, 4, 34, 1, 23, 2, 201, -128]","[961, 976, 981, 985, 1019, 1020, 1043, 1045, 1246, 1118]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Independent,Kevin Daly,7,1118,22226,9030,8936,94,"[793, 43, 2, 18, 35, 3, 49, 1, 136, 52]","[793, 836, 838, 856, 891, 894, 943, 944, 1080, 1132]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Labour Party,Peter O'Brien,7,1118,22226,9030,8936,94,"[644, 146, 25, 31, 33, 7, 123, 6, 72, 17]","[644, 790, 815, 846, 879, 886, 1009, 1015, 1087, 1104]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Independent,Lynsey McGovern,7,1118,22226,9030,8936,94,"[550, 33, 23, 14, 30, 5, 93, 3, 178, 55]","[550, 583, 606, 620, 650, 655, 748, 751, 929, 984]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fine Gael,Tom Joyce,7,1118,22226,9030,8936,94,"[405, 38, 74, 230, 30, 25, 73, 7, 20, 4]","[405, 443, 517, 747, 777, 802, 875, 882, 902, 906]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,People Before Profit,Nicola Curry,7,1118,22226,9030,8936,94,"[604, 17, 5, 11, 28, 1, 60, 3, 0, 0]","[604, 621, 626, 637, 665, 666, 726, 729, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Green Party,Tom Kivlehan,7,1118,22226,9030,8936,94,"[516, 32, 10, 22, 20, 4, 0, 0, 0, 0]","[516, 548, 558, 580, 600, 604, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fianna Fáil,John Byrne,7,1118,22226,9030,8936,94,"[481, 19, 8, 8, 0, 0, 0, 0, 0, 0]","[481, 500, 508, 516, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fine Gael,Aileen Eglington,7,1118,22226,9030,8936,94,"[324, 37, 47, 0, 0, 0, 0, 0, 0, 0]","[324, 361, 408, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Glencullen-Sandyford,Fine Gael,Stewart Stephens,7,1118,22226,9030,8936,94,"[206, 25, 0, 0, 0, 0, 0, 0, 0, 0]","[206, 231, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,People Before Profit,Hugh Lewis,6,1684,26266,11915,11781,134,"[1653, 10, 95, 0, -74, 0, 0, 0, 0, 0]","[1653, 1663, 1758, 1758, 1684, 1684, 1684, 1684, 1684, 1684]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Fine Gael,Maria Bailey,6,1684,26266,11915,11781,134,"[1087, 136, 29, 42, 2, 493, -105, 0, 0, 0]","[1087, 1223, 1252, 1294, 1296, 1789, 1684, 1684, 1684, 1684]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Fianna Fáil,Jennifer Cuffe,6,1684,26266,11915,11781,134,"[1286, 43, 37, 250, 4, 88, 0, 0, 0, -24]","[1286, 1329, 1366, 1616, 1620, 1708, 1708, 1708, 1708, 1684]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Labour Party,Carrie Smyth,6,1684,26266,11915,11781,134,"[1220, 31, 20, 32, 2, 104, 34, 275, -34, 0]","[1220, 1251, 1271, 1303, 1305, 1409, 1443, 1718, 1684, 1684]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Sinn Féin,Shane O'Brien,6,1684,26266,11915,11781,134,"[1504, 12, 25, 41, 6, 12, 2, 70, 0, 2]","[1504, 1516, 1541, 1582, 1588, 1600, 1602, 1672, 1672, 1674]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Labour Party,Denis O'Callaghan,6,1684,26266,11915,11781,134,"[968, 27, 29, 44, 4, 106, 41, 186, 29, 16]","[968, 995, 1024, 1068, 1072, 1178, 1219, 1405, 1434, 1450]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,People Before Profit,Cillian Doyle,6,1684,26266,11915,11781,134,"[911, 17, 83, 37, 50, 26, 6, 287, 5, 6]","[911, 928, 1011, 1048, 1098, 1124, 1130, 1417, 1422, 1428]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Green Party,Cara Augustenborg,6,1684,26266,11915,11781,134,"[857, 31, 75, 35, 5, 63, 22, 0, 0, 0]","[857, 888, 963, 998, 1003, 1066, 1088, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Fine Gael,Jim Gildea,6,1684,26266,11915,11781,134,"[761, 134, 25, 22, 1, 0, 0, 0, 0, 0]","[761, 895, 920, 942, 943, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Fianna Fáil,Vinny Duran-Kearns,6,1684,26266,11915,11781,134,"[561, 5, 17, 0, 0, 0, 0, 0, 0, 0]","[561, 566, 583, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Independent,Simon Hall,6,1684,26266,11915,11781,134,"[487, 21, 0, 0, 0, 0, 0, 0, 0, 0]","[487, 508, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Killiney-Shankill,Fine Gael,Garrett McDermott,6,1684,26266,11915,11781,134,"[486, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[486, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Dún Laoghaire–Rathdown,Stillorgan,Fine Gael,Barry Saul,6,1411,21417,9960,9872,88,"[2155, -744, 0, 0, 0, 0, 0]","[2155, 1411, 1411, 1411, 1411, 1411, 1411]"
Local Election,2014,Dún Laoghaire–Rathdown,Stillorgan,Fine Gael,Josepha Madigan,6,1411,21417,9960,9872,88,"[1350, 366, -305, 0, 0, 0, 0]","[1350, 1716, 1411, 1411, 1411, 1411, 1411]"
Local Election,2014,Dún Laoghaire–Rathdown,Stillorgan,Independent,Deirdre Donnelly,6,1411,21417,9960,9872,88,"[1102, 53, 17, 151, 297, -209, 0]","[1102, 1155, 1172, 1323, 1620, 1411, 1411]"
